FlightNumber,OriginCode,DestinationCode,Distance,DepartureTime,Price
G4 1957,JED,DOH,1330.64,20:32:50,246
G4 1958,MAD,NBO,6196.33,02:57:40,935
AS 8560,GRU,HNL,13032.39,15:50:57,1550
SY 6283,SIN,PER,3910.76,09:30:40,600
WN 3293,PMI,DCA,6627.42,05:53:49,735
WN 3296,HAK,LAS,12154.35,01:49:50,1331
NK 0779,PMI,PEK,8910.74,03:52:13,1962
AS 7235,MAD,IST,2702.52,02:21:43,328
AS 7233,DTW,SVO,7764.72,04:04:04,998
WN 3299,BCN,DFW,8341.71,02:44:40,1019
NK 0774,BNE,LAS,11899.04,18:03:28,1257
AS 8564,AYT,BOS,8175.22,02:01:02,897
AS 8565,BWI,YYZ,557.92,01:19:56,324
UA 6923,CJU,DFW,11340.27,07:56:14,1301
DL 0382,YYZ,OSL,5949.78,22:48:08,785
DL 0384,RUH,PMI,4389.65,07:02:54,623
G4 0614,PER,SZX,6073.31,20:59:31,1117
G4 1947,MSP,SFO,2551.59,05:03:08,375
G4 0617,TAO,IST,7545.27,22:12:59,1568
AS 9880,TPE,SAN,11094.48,13:19:12,1270
WN 3281,DEN,MAD,8041.31,20:52:43,952
SY 6274,HGH,SHA,137.94,19:40:46,261
NK 0768,KUL,AYT,8132.95,16:27:48,2650
AS 8552,TAO,YYZ,10894.89,11:13:21,1162
AS 7228,YVR,TAO,8646.00,20:08:05,1485
UA 5625,CAN,DUB,9695.71,06:55:08,1810
G4 0681,MXP,ICN,8876.19,04:41:04,986
AS 7219,BOS,PHX,3692.92,00:30:01,507
AS 7218,HAK,SVO,7133.37,17:17:37,1133
G4 9017,DCA,IST,8367.82,01:41:54,990
DL 2991,BWI,VIE,7097.70,20:26:41,917
F9 4904,LGW,PMI,1309.84,13:05:14,290
F9 4903,XIY,KIX,2422.44,05:39:27,592
G4 0687,FLL,TPE,13881.40,08:54:46,1443
G4 0689,XIY,HGH,1192.59,21:33:14,339
DL 1661,DEL,LAX,12876.43,18:37:47,2013
DL 1667,DEL,ATL,12830.65,00:13:02,1469
DL 2998,CAN,DOH,6196.88,11:03:36,1185
UA 5622,PVG,BKK,2896.47,01:47:42,339
DL 1668,XIY,AMS,7893.36,04:58:33,909
UA 6955,RUH,CGK,7342.03,09:14:01,835
DL 0327,IST,MUC,1548.31,17:22:51,693
NK 0757,FLL,CDG,7339.75,09:09:49,887
AS 9876,LGW,SYD,17020.78,02:10:45,2297
AS 7212,CTU,DCA,12322.67,22:06:21,2083
AS 7210,MAN,BOM,7336.68,15:27:48,1414
G4 9010,HGH,CTU,1534.63,14:43:55,312
AS 9873,BWI,XIY,11809.67,16:47:50,1858
AS 8542,EWR,NBO,11868.32,00:34:54,1287
AS 7216,AYT,DTW,8977.11,15:01:28,2600
UA 5616,ARN,PVG,7780.26,00:20:31,1281
G4 9006,BKK,PVG,2896.47,10:56:36,516
UA 5619,BOM,DCA,12850.55,18:33:37,1402
F9 4915,IST,SZX,7974.81,19:01:58,929
F9 4919,ORY,DTW,6362.40,22:14:32,825
G4 0678,PVG,SVO,6851.06,15:51:30,1151
DL 0322,CJU,FLL,12816.56,03:14:36,1334
UA 6944,FRA,SVO,2022.67,04:11:51,376
UA 5613,BLR,OSL,7453.36,06:54:32,887
NK 0748,KIX,EWR,11135.26,02:40:06,3498
AS 7202,MSP,ZRH,7230.11,07:43:04,777
AS 9866,SAN,JED,13463.69,23:22:18,2233
AS 7200,YVR,EWR,3898.55,23:30:52,540
AS 9861,SHA,CLT,12271.94,17:13:15,1647
AS 8530,CJU,ATL,11879.80,01:10:44,1918
AS 7204,ARN,HNL,11003.57,08:45:43,1214
AS 7203,AGP,BOM,7653.59,09:29:09,893
F9 4923,SAN,DEL,13035.06,12:23:38,1460
UA 4317,SAN,KMG,12327.63,21:55:58,1282
G4 1990,MCO,DMK,15302.16,20:04:09,1602
F9 4927,RUH,DTW,10957.78,02:57:21,1777
DL 1681,MUC,AYT,2001.62,22:20:19,507
F9 4925,MAD,SAW,2755.49,21:49:22,657
UA 6971,DTW,PVG,11461.65,15:28:12,1939
UA 6970,OSL,MCO,7422.09,12:45:21,911
DL 1683,DCA,HKG,13119.23,15:52:35,1535
UA 4311,SAW,OSL,2483.26,00:06:40,724
DL 0354,MNL,BLR,4671.50,03:13:22,604
DL 1684,CMB,BKK,2392.17,12:12:54,315
UA 5643,ZRH,ARN,1486.42,02:50:37,630
UA 4314,LHR,HEL,1847.61,08:55:35,386
AS 9851,BOM,PMI,6991.25,21:43:10,947
AS 8522,HNL,BCN,12753.24,08:05:38,1504
G4 1980,TAO,MCO,12470.76,19:33:28,1385
G4 1982,BCN,CMB,8463.78,00:19:46,963
F9 3605,CJU,DEL,4694.45,21:52:25,549
AS 9849,JFK,TPE,12544.48,09:16:45,1416
G4 0654,KUL,YYZ,14851.33,23:39:58,1953
UA 6960,SFO,MAN,8380.25,06:57:24,892
DL 0341,IAD,CAN,12992.73,10:25:44,1395
NK 0728,BNE,ATL,14528.21,06:20:12,1584
G4 0657,GRU,XIY,17321.49,10:49:39,1889
DL 1678,YYZ,NKG,11420.71,21:33:31,1360
G4 1989,DFW,CTU,12631.53,06:53:02,1469
AS 9845,YYZ,TAO,10894.89,03:15,1187
F9 4930,KIX,RUH,8347.76,19:31:54,1282
AS 9842,ATL,JED,11442.26,20:35:56,1302
F9 4945,BNE,DFW,13364.69,03:54:11,2097
F9 3614,PER,MIA,18293.63,08:48:25,2438
F9 3612,HEL,JNB,9618.17,18:29:24,1028
AA 4063,BOM,YVR,12258.08,13:54:06,1738
AA 5394,LIS,MEL,17746.38,06:43:15,2322
AS 9836,BKK,LAX,13290.94,22:08:13,1577
WN 5859,ORY,FRA,471.54,15:06:31,278
AS 9837,MEL,ATH,14914.70,23:31:12,3210
AS 8507,TPA,KMG,14098.30,18:58:52,1632
AA 4061,MEL,DCA,16388.33,07:19:04,1880
AA 5391,MEL,IAH,14485.34,17:36:24,1524
B6 0476,BKK,ORD,13762.22,21:14:15,1427
AS 8501,ZRH,JFK,6309.32,05:15:10,743
WN 4522,ATL,NRT,11000.89,20:05:28,1242
AS 8504,CTU,AGP,9518.21,02:58:54,1193
F9 4940,MEL,DUB,17197.30,20:38:50,1955
F9 3623,YVR,PHX,1980.14,21:51:04,314
AA 4058,KIX,BWI,11196.48,20:16:47,1341
F9 4959,IAH,BOS,2566.63,00:11:35,336
AA 5388,IST,SIN,8679.59,12:35:52,2178
AA 4056,DTW,DCA,651.08,15:34:21,288
F9 4957,TPA,SHA,12965.83,14:00:16,2080
NK 0708,MCO,CKG,13494.14,11:30:51,1961
AA 5381,SAW,CJU,8181.76,19:37:55,1282
NK 0705,DXB,SEA,11927.48,02:42:29,2450
WN 5844,MAD,SZX,10471.54,09:09:02,1395
G4 9047,IST,BOG,10729.85,05:10:25,1161
WN 4511,AGP,ATL,7050.56,20:40:32,2607
G4 9048,IAH,ZRH,8543.38,03:19,1043
WN 4516,RUH,ORD,11232.70,06:25:28,1280
F9 4952,SAN,IAH,2093.39,15:59:01,407
F9 4950,MAN,LGW,283.06,09:18:36,152
G4 9039,MSP,ICN,10031.42,15:25:32,1230
B6 0456,BOM,SIN,3922.11,15:14:47,1050
AA 4081,EWR,ZRH,6332.87,13:23:43,857
AA 4080,PHX,LAX,594.72,09:57:03,152
B6 1781,MSP,LAX,2467.38,07:54:22,675
B6 1784,ORD,MIA,1929.51,09:34:22,365
B6 0454,DEN,TAO,10383.32,18:58:14,1136
WN 4544,CPH,PHX,8810.63,00:46:31,1636
AS 9811,PER,CMB,5793.13,06:52:12,784
AS 9813,BOM,CPH,6411.06,20:15:31,761
WN 4549,KUL,SEA,12984.44,16:06:54,1446
G4 9031,SVO,HAK,7133.37,02:30:32,1215
F9 3646,CLT,CPH,7055.39,11:36:25,1148
F9 3644,ORY,BNE,16562.91,19:21:06,2345
WN 4539,CAN,MAN,9484.08,03:44:34,1136
G4 0693,JFK,MUC,6480.17,08:49:38,897
G4 9029,FRA,CGK,11106.89,08:56:57,1167
F9 2317,CGK,JNB,8552.90,23:12:02,964
G4 0696,LAS,MEL,13132.49,23:43:20,1413
F9 2318,MEX,MSP,2880.92,14:14:31,520
AS 9806,NBO,DEL,5415.45,18:59:02,941
B6 0468,CDG,MCO,7238.28,23:40:12,1198
B6 1795,DOH,FRA,4588.27,12:39:03,882
AS 9801,MNL,HAK,1273.04,19:14:25,470
F9 4974,DTW,PER,17963.04,20:30:55,1851
WN 3206,JED,ATL,11442.26,01:56,1368
G4 9021,BNE,CJU,7330.73,22:51:16,1368
G4 9022,DUB,JFK,5102.86,05:07:41,725
F9 3640,DEL,NBO,5415.45,19:26:22,1165
F9 4971,IAH,OSL,7986.46,15:41:27,878
F9 2326,HND,BOS,10803.65,17:44:57,1711
F9 2329,AMS,IST,2183.57,15:18:51,521
WN 5892,MXP,AYT,2075.08,10:20:22,336
WN 4563,CTU,ICN,2174.11,22:19:28,413
WN 4562,PHX,CKG,11900.88,04:29:33,1600
F9 3650,BNE,SAW,14724.70,01:54:56,3418
F9 4981,TPE,MEL,7400.73,07:14:44,1450
WN 3236,DUB,ATL,6322.56,01:51:13,722
WN 3234,ATL,CMB,15183.71,18:08:52,1645
F9 2338,MCO,PHX,2969.33,10:08:09,402
F9 3667,JNB,DEL,8011.27,04:33:11,1366
F9 4998,BNE,NRT,7148.37,16:59:50,764
AA 4090,SHA,BOS,11738.33,15:18:26,2032
WN 5880,CDG,MUC,680.90,13:22:54,325
WN 5881,AYT,DMK,7299.91,19:08:23,1173
WN 4556,PEK,WUH,1056.08,14:19:54,324
WN 3225,MAN,LAS,8166.17,04:04:34,1516
F9 4992,ARN,HNL,11003.57,02:14:57,1265
F9 4990,DEN,SVO,8775.29,12:04:25,1127
WN 3227,HND,PMI,10574.60,22:28:40,1795
F9 1000,TPE,SAN,11094.48,00:50:33,1605
WN 4557,LHR,OSL,1205.68,18:48:56,330
F9 4993,BCN,IAH,8424.66,20:13:42,932
F9 1015,ORY,PEK,8221.43,14:09:32,1045
F9 2346,CDG,ATH,2108.63,19:39:39,280
B6 0498,CKG,NKG,1188.79,16:40:55,352
F9 2340,AUH,GRU,12120.97,15:04:23,2535
WN 3256,HND,SVO,7494.13,16:52:28,1146
F9 3670,CKG,DMK,1863.77,16:50:02,603
F9 3673,AUH,JED,1613.62,18:16:07,236
F9 1028,ATL,HGH,12447.89,18:13:58,2007
F9 1027,ICN,MAN,8778.89,16:36:11,937
WN 4573,CGK,TAO,4927.58,19:44:49,693
WN 3241,MEX,BKK,15739.98,14:28:41,1823
WN 4571,BOM,XIY,3922.62,03:51:10,587
F9 1020,JED,NRT,9567.39,20:53:08,1713
WN 3245,BOG,ATL,3389.13,08:14:55,532
F9 3680,IAH,LAS,1963.17,03:05:29,385
F9 2356,CAN,SYD,7529.22,00:54:36,1473
F9 1022,MIA,CGK,17706.82,17:03:05,1960
G4 9067,MEL,PEK,9112.43,04:41:29,1147
SY 8917,CPH,GRU,10404.97,05:19:01,1365
SY 8918,HAK,LIS,10956.60,07:17:23,1216
UA 3089,BLR,SAN,14667.92,19:56:02,1665
B6 0517,DOH,DTW,11202.27,23:55:59,1333
AA 7968,CGK,TAO,4927.58,07:35:32,808
F9 3572,DOH,HKG,6291.11,19:07:55,780
AA 6638,AUH,OSL,5183.49,00:28:52,647
UA 3084,AMS,SAN,9011.60,11:15:04,969
AA 5303,ARN,YVR,7411.72,05:21:52,1023
UA 3082,MXP,HND,9740.10,23:40:23,1282
AA 6633,PER,HEL,13103.01,10:07,1379
F9 3577,SFO,IST,10764.94,03:29:30,1625
AA 5307,DEN,FLL,2738.81,10:48:26,420
F9 3575,HNL,PVG,7913.57,18:12:05,1027
F9 3574,LAS,NRT,8850.38,21:01:44,1193
UA 3079,MNL,CGK,2788.14,07:18:08,571
AA 5300,OSL,ORD,6504.95,05:25:54,768
B6 1854,ATL,ATH,9153.66,16:13:53,1089
F9 3585,AGP,SFO,9576.93,04:55:26,1142
AA 7993,MXP,JNB,8220.97,06:37:19,996
AA 6662,LHR,IAH,7762.72,01:01:22,1377
WN 5919,MSP,JFK,1651.36,20:36:07,873
F9 2269,MUC,PEK,7722.64,23:09:37,1141
AA 5333,CGK,YYZ,15794.57,23:21:50,2168
AA 7992,KMG,FLL,14328.41,00:35:28,2020
B6 1822,ZRH,BOS,6010.21,17:51:36,1129
B6 1820,VIE,MAN,1443.18,12:31:15,291
B6 1826,SEA,EWR,3854.51,15:21:23,608
B6 1823,TPA,XIY,12973.22,19:33,1469
AA 5327,ZRH,NRT,9594.22,20:10:49,1203
F9 3595,KUL,YYZ,14851.33,16:42:59,1632
F9 2264,NKG,RUH,6975.48,23:27:44,769
F9 3593,DFW,ZRH,8412.86,10:54:33,1223
F9 3598,KIX,LGW,9549.14,05:49:07,1119
SY 8904,HNL,TAO,7931.26,00:49:43,1030
AA 7988,SIN,SHA,3786.98,21:17:25,561
AA 5328,GRU,IAD,7649.94,12:56:44,1006
AA 7984,MEL,AUH,11651.68,03:45:12,1291
WN 5906,CTU,DMK,1865.58,15:04:19,537
B6 1833,KMG,DTW,12516.04,15:28:20,1786
B6 1835,LAS,GRU,9782.37,16:57:20,2175
AA 5319,ATH,SYD,15307.21,10:16:59,1664
F9 2276,AYT,SFO,11282.35,09:08:31,1372
UA 3090,DOH,IAD,11126.71,15:01:37,1215
AA 6687,SVO,BNE,14081.03,04:44:23,1892
AA 6680,DCA,KMG,12915.87,23:06:24,1351
WN 5936,KUL,SEA,12984.44,16:01:25,1480
B6 0556,LAS,MAD,9006.99,15:26:25,1216
B6 1885,YVR,TAO,8646.00,07:59:03,1290
B6 1881,NBO,DCA,12154.96,03:04:01,1427
F9 2285,CAN,AGP,10685.15,00:33:31,1197
SY 7634,BOG,LGW,8486.30,13:23:34,905
SY 6306,ORD,CGK,15777.35,09:46:20,1697
WN 4602,TAO,AMS,8341.36,14:39:35,966
AA 6679,YYZ,IAD,555.63,02:57:31,197
WN 4601,NKG,WUH,454.96,23:55:44,129
SY 7619,WUH,MNL,1938.71,12:27:04,416
AA 4010,DEN,MIA,2748.54,05:53:46,467
AA 4014,BOS,HGH,11858.31,22:56:19,1431
WN 5926,YVR,CKG,9949.64,03:36:59,1438
AA 6671,NRT,JNB,13582.28,10:54:47,3580
B6 0568,CTU,HND,3330.89,07:37,532
B6 1898,HEL,ORY,1928.68,22:06:45,585
B6 0561,CMB,DEN,14763.89,07:48:08,4719
AA 5337,HGH,PER,6929.00,08:22:39,1158
AA 4005,JFK,SEA,3886.59,12:32:15,581
AA 4004,IAD,BLR,13668.67,04:47:44,1565
SY 7623,CDG,BOM,6993.53,07:29:24,1002
AA 6669,PER,LHR,14507.78,05:08:56,2458
AA 4040,SAN,MAD,9402.34,05:59:25,1465
AA 4046,SEA,CKG,10137.90,03:34:11,1530
AA 5376,MEX,FCO,10222.24,10:43:22,1532
SY 7611,HNL,DTW,7190.82,16:53:21,882
SY 8942,IAD,SYD,15681.11,17:56:50,1641
WN 4622,TPA,MSP,2105.06,21:05:51,362
AA 6699,CDG,BOM,6993.53,15:52:47,1413
SY 7614,FLL,ORD,1905.03,22:16:36,418
AA 4032,CAN,LAS,11670.78,22:20:32,1357
SY 8928,HND,CTU,3330.89,17:36:10,488
WN 4618,PMI,HNL,12954.64,16:40:52,1708
SY 8929,CAN,AYT,7836.59,03:26:08,1029
WN 5947,OSL,CLT,6775.02,07:47:44,918
AA 5367,RUH,CMB,4040.47,20:15:28,640
AA 4035,SEA,DOH,11905.66,23:23:26,1391
B6 1877,TPE,SVO,7345.05,11:16:44,870
B6 0547,BKK,BNE,7260.70,19:05:53,919
B6 0548,BKK,RUH,5771.44,11:29:19,653
AA 4029,BNE,CLT,14867.92,06:29:18,2165
AA 4028,YYZ,DXB,11081.88,09:48:25,1357
SY 8932,EWR,JFK,33.86,12:57:10,85
WN 5940,DTW,PER,17963.04,01:11:09,1858
SY 8937,MIA,SZX,14419.26,18:57:52,1674
UA 3004,LAS,BOG,5448.35,14:26:27,613
NK 9098,IAH,AGP,8143.72,01:57:02,1785
DL 1740,BNE,OSL,15381.40,15:25:51,2033
UA 4330,CJU,DUB,9330.97,03:49:21,1062
UA 6992,ORD,BWI,998.04,16:30:35,427
DL 1741,LAS,SFO,665.02,10:00:25,837
NK 9094,NRT,CTU,3386.23,14:02:52,589
NK 9091,WUH,DCA,12184.81,19:16:24,1666
UA 3009,LGW,CGK,11708.07,07:46:28,2598
DL 1745,LGW,BOS,5269.38,21:31:31,623
UA 5668,YVR,DEL,11138.49,16:26:02,1864
DL 0406,MEL,NBO,11481.82,22:01:34,1373
SY 7674,PER,DUB,14899.52,04:08:12,2157
SY 7676,PER,DTW,17963.04,09:16:16,2794
SY 6346,HAK,MSP,12417.96,10:54:21,1401
SY 7678,MEL,BOG,14627.30,18:10:47,1906
UA 6989,CLT,KIX,11406.27,09:41:54,1575
UA 5659,DFW,XIY,12057.06,06:37:32,1705
NK 9088,IST,SVO,1750.69,00:35:31,309
NK 9086,NKG,TAO,525.99,11:16,278
UA 4320,GRU,TPA,6901.27,23:08:58,897
UA 6981,LGW,PER,14487.16,14:54:49,1650
UA 5653,BOM,MAD,7517.52,22:18:17,963
UA 6983,SAN,HNL,4200.68,19:34:30,635
UA 5656,ZRH,TPE,9521.72,20:38:29,1016
SY 8990,HKG,WUH,942.90,16:31:54,172
SY 6330,ARN,FCO,2023.08,10:05:49,272
SY 8993,MAD,ORD,6744.35,06:16:02,1113
DL 1728,DTW,CJU,11061.73,22:23:43,1283
SY 8996,HNL,TPA,7537.42,16:41:45,1482
UA 3028,SAW,ATH,566.27,14:49:23,145
UA 3026,ICN,CTU,2174.11,04:41:19,341
NK 9078,PVG,BOG,15684.45,07:33:21,1781
NK 9076,KUL,DEN,14567.80,22:35:22,1572
DL 1761,SAN,SZX,11818.53,02:51:23,1263
UA 5686,WUH,MAD,9829.53,10:57:12,1376
UA 4356,SZX,BOM,4259.66,07:40:28,482
UA 4357,BWI,MXP,6707.87,13:30:48,759
UA 4358,KMG,HKG,1176.32,07:22:53,507
UA 5689,NKG,GRU,18302.57,20:06:29,2070
DL 0427,HGH,JED,8014.58,09:14:35,1276
DL 0429,LGW,PER,14487.16,16:15:12,1498
UA 5680,NRT,MXP,9748.14,20:06:27,1127
SY 8984,KIX,MAD,10676.15,19:19:23,1213
SY 6322,DTW,CTU,11911.13,19:34:48,1662
SY 8983,MAN,SZX,9582.85,12:12:12,1387
UA 3020,MAD,MAN,1432.76,01:38:05,266
SY 8985,BOS,HNL,8185.86,03:48:07,994
SY 6325,DOH,IST,2755.93,13:25:12,523
SY 8987,MCO,SYD,15038.41,12:54:52,6412
SY 7659,MEX,SIN,16597.50,04:08:53,1798
AA 7901,MEX,AYT,11839.95,06:43:20,1331
SY 6309,LHR,ICN,8861.34,08:04:58,2107
NK 9069,BOM,NKG,4790.63,16:18:56,687
UA 5673,ARN,ORY,1573.15,05:53:49,390
UA 4343,MAD,KMG,9492.11,00:34:24,1356
DL 1755,CJU,ATL,11879.80,19:26:18,1374
DL 1754,FRA,CAN,9020.19,01:36:20,985
DL 0418,SHA,HAK,1658.84,21:51:41,325
UA 4340,MUC,DCA,6821.74,15:35:29,1112
SY 8972,BCN,AMS,1241.40,05:39:19,360
SY 8975,SIN,LHR,10882.81,13:42:42,1285
SY 8979,DTW,DUB,5597.72,04:43:33,649
SY 8978,TAO,CDG,8703.67,04:48:55,950
B6 1808,AGP,MUC,1854.29,10:29:27,267
UA 3049,SIN,EWR,15336.80,03:18:57,1612
NK 9054,AMS,SYD,16658.29,22:26:05,1735
G4 0601,LIS,TPE,11237.80,15:15:10,1713
G4 1937,TPA,LGW,7111.48,00:40:02,1653
SY 6380,LIS,MXP,1652.02,13:02:47,326
SY 6382,MAD,CLT,6595.92,04:19:36,742
UA 4370,AYT,RUH,2010.31,20:51:14,298
SY 5055,KUL,BKK,1221.52,02:31:55,433
SY 6389,ATL,KIX,11389.80,15:20:08,1371
UA 3040,TAO,BCN,9323.94,01:39:37,1040
AA 7927,IST,MCO,9450.12,22:47:30,1131
NK 9047,ORY,ZRH,480.05,06:18:19,272
UA 3037,GRU,CKG,17258.81,16:56:03,1930
UA 3034,SYD,SEA,12472.12,12:13:39,1387
UA 3033,HND,YVR,7559.18,19:35:28,1003
NK 9041,TPE,SAN,11094.48,01:50:32,1326
G4 1923,ICN,PHX,10080.63,00:10:30,1108
UA 5698,BNE,AGP,17673.68,19:37:35,1934
UA 4368,LHR,CDG,346.96,17:49:12,193
B6 1814,CAN,SHA,1175.63,20:27:44,201
B6 1813,MEL,MAD,17285.29,04:37:49,1926
G4 1917,BLR,BOM,834.35,15:44:59,510
G4 1918,LAX,SAW,11060.79,13:50,1174
SY 5043,DTW,ATL,957.75,19:30:31,182
SY 6375,PEK,PER,8008.55,13:02:19,1044
AS 7283,ATL,VIE,8023.82,20:32:31,966
NK 9036,CPH,MSP,6868.88,12:27:11,857
AA 7952,RUH,BKK,5771.44,09:52:52,652
DL 1722,AGP,BNE,17673.68,05:12:34,2400
G4 1913,SFO,MCO,3929.50,19:27:20,808
DL 1720,SAW,HNL,13056.57,00:55:09,8922
DL 1715,PER,ATL,18102.42,02:14:13,3084
G4 1907,ZRH,BOM,6539.40,02:51:23,821
G4 1908,MCO,SVO,8996.09,22:38:01,1710
SY 6363,TPA,WUH,13244.34,06:30:01,1443
SY 7695,IAH,HEL,8608.27,00:19:05,1758
AS 7272,BOG,BOS,4199.54,13:19:21,757
SY 5035,ZRH,CLT,7177.15,12:01:39,960
SY 5036,SEA,SAN,1692.38,19:21:21,407
AA 7946,PHX,MAD,9002.33,07:21:54,1019
UA 3063,HEL,CPH,892.37,11:14:04,257
AA 6617,TPE,SAW,8367.95,04:15:43,978
UA 3062,SHA,DCA,11997.09,01:50:56,1630
AS 7277,BOG,XIY,15651.35,07:20:54,1786
NK 0690,HNL,OSL,10896.35,23:08:33,1277
AA 7942,LIS,LGW,1543.50,07:02:28,291
UA 3056,ORY,TAO,8735.00,18:40:56,1074
DL 1711,YVR,KIX,7933.29,13:48:32,1338
G4 1904,SZX,MIA,14419.26,17:18:43,1541
DL 1704,ZRH,KIX,9475.03,09:33:47,1046
AS 7260,FLL,CKG,13769.20,01:29:37,1550
AS 8595,SHA,MAD,10235.62,20:19:07,1158
DL 1703,MCO,PER,18311.50,15:03:43,1910
UA 4380,BOM,PMI,6991.25,04:41:15,770
AS 7262,ORY,LAX,9114.93,20:30:19,1528
UA 4384,CTU,JFK,12123.12,10:39:31,1583
AA 6604,SZX,NKG,1128.33,20:13:35,338
UA 3052,LAS,EWR,3575.53,17:04:31,467
AA 6605,XIY,SAW,6784.78,01:56:04,903
SY 5027,PER,WUH,6977.06,17:08,860
AS 7266,IAH,YYZ,2059.68,01:57:56,284
NK 9019,HEL,NBO,6931.27,16:51:23,846
NK 9017,ICN,CMB,5766.64,00:05:30,1594
AA 6603,CGK,ORY,11565.43,17:25:58,2068
AA 7934,HNL,CTU,9518.85,23:36:10,1716
NK 9012,HNL,ARN,11003.57,04:00:03,2420
UA 5707,CJU,PHX,10385.83,12:07:42,1243
DL 0498,ARN,LAX,8863.04,06:21:18,1034
DL 0499,MNL,PVG,1851.55,04:01:49,364
SY 5098,ICN,SZX,2043.43,03:54:43,309
SY 5099,DFW,HND,10377.61,09:06:30,2156
WN 3398,DEL,CTU,2648.60,18:53:22,443
G4 8002,HAK,MEL,7346.15,05:10:58,2382
NK 9005,CAN,LIS,10870.99,18:11:07,1264
DL 0481,MNL,DFW,13372.33,21:19:30,1484
G4 9326,SAW,MNL,9098.62,07:36:10,1061
SY 5081,BOG,LGW,8486.30,21:39:24,986
NK 0666,SFO,BCN,9585.62,17:35:15,1081
WN 3380,NRT,SYD,7832.85,01:53:39,857
AS 9783,HKG,AYT,7955.47,15:07:25,1405
AS 8452,DXB,BNE,11979.13,16:02:57,2716
WN 2054,JFK,HNL,8006.75,09:39:53,864
NK 1991,AMS,OSL,959.24,22:05,314
NK 0660,CGK,ORD,15777.35,12:52:25,1798
WN 2057,LGW,TPE,9790.95,06:04:01,1129
AS 8453,OSL,CAN,8410.01,14:33:01,1212
NK 0664,FLL,DMK,15568.18,19:16:47,1678
AS 9784,KMG,MXP,8347.38,19:37:24,996
AS 7127,ICN,YYZ,10617.98,22:07:45,1146
G4 9318,MEX,ATH,11294.81,11:44:41,1309
UA 5725,DTW,AUH,11441.96,15:23:33,1245
AS 7119,MEX,JED,13571.13,16:45:59,1578
G4 9314,MAD,PER,14614.03,16:52:57,1665
G4 0983,MXP,GRU,9485.50,14:48:09,1680
G4 0987,ARN,CMB,7773.75,00:38,1152
WN 2091,DEL,DMK,2920.44,01:40:17,446
SY 5071,KIX,CKG,2735.91,04:50:26,361
AS 8440,AYT,AUH,2657.63,08:15:07,623
AS 9771,DFW,MNL,13372.33,18:11:34,1554
AS 8447,MUC,AMS,663.48,20:57:25,298
AS 7118,AUH,WUH,5843.81,17:57:55,781
NK 1983,JNB,CMB,6688.51,07:25:43,898
G4 9307,SAN,MXP,9743.26,18:52,1455
UA 5716,HKG,LAS,11724.46,13:44:55,1869
AS 8439,MAN,MUC,1129.38,16:36:47,304
UA 5719,IAH,SEA,3013.28,02:40:42,840
G4 0979,PMI,MAN,1581.05,09:04:12,716
NK 1976,CKG,SZX,1063.15,05:20:08,474
SY 5064,BKK,EWR,13945.75,12:18:03,2205
WN 2076,HGH,FRA,8859.96,12:14:08,1131
NK 1979,YVR,BLR,12780.23,14:19:17,1328
AS 9766,YYZ,VIE,6947.89,15:52:11,1157
AS 9769,SYD,SAW,14917.88,14:21:40,1707
AS 9762,AUH,TPA,12600.02,13:31:02,1345
AS 9763,TAO,FCO,8652.39,06:04:03,1053
UA 4415,SYD,ORY,16968.45,04:36:02,1913
UA 4419,GRU,BLR,14048.88,07:51:46,1504
DL 1782,AUH,MXP,4713.72,09:13:29,589
DL 1783,HGH,GRU,18513.99,12:54:09,2094
UA 4410,LGW,HAK,9639.83,19:19:12,1155
DL 0453,MEX,SZX,14129.78,05:50:35,1654
DL 1786,IAH,YVR,3168.89,01:22:33,660
DL 0457,PEK,MAD,9204.47,00:15:55,1107
NK 0634,MIA,NBO,12780.71,10:25:31,1474
NK 0633,CKG,PER,6926.53,05:23:50,816
NK 1964,MEL,FCO,15987.90,08:11:53,1789
AS 9750,NRT,FLL,11927.88,15:24:01,2611
G4 8040,AYT,JNB,7014.59,22:20:09,1141
NK 0636,SFO,CDG,8962.35,23:10:06,1435
AS 8424,ARN,HEL,398.57,02:42:08,205
AS 8425,HGH,FCO,9148.36,10:12:17,1067
G4 8042,HAK,WUH,1263.51,22:05:51,375
AS 9758,SFO,CKG,10956.99,19:10:40,1185
G4 8048,KUL,LIS,11598.30,11:44:44,1355
NK 1961,LAX,SAW,11060.79,15:33:10,1473
AS 8421,ATL,JNB,13582.64,21:43:19,1440
UA 5738,IAH,TPE,12756.19,16:34:22,1505
UA 4408,SYD,NRT,7832.85,09:21:29,1023
UA 4409,PEK,ORY,8221.43,01:16:42,1092
DL 0441,BLR,LIS,8823.32,12:25:14,1060
DL 0445,IAD,MAN,5721.53,14:38:59,1177
UA 5732,HGH,TAO,682.54,01:42:42,315
UA 5734,DTW,MAD,6401.93,21:38:13,751
WN 2095,BLR,PHX,14728.08,05:09:50,1715
NK 1954,DUB,BOM,7601.26,04:30:19,1004
G4 9360,EWR,ICN,11075.31,05:58:05,1215
WN 2099,BCN,LIS,994.18,20:00:44,306
G4 9366,TPE,DOH,6918.26,16:38:06,1377
G4 9363,CLT,ZRH,7177.15,03:46:31,807
UA 3103,GRU,YYZ,8193.54,23:20:24,1017
G4 9358,SYD,PER,3277.20,09:02:27,434
